Link, Anchor Text
https://forum.effectivealtruism.org/posts/yLd2c2rg5Jrq9HR6K/want-to-be-more-productive, Want to be more productive?
https://forum.effectivealtruism.org/users/lynettebye, lynettebye
https://forum.effectivealtruism.org/posts/HgiLypeTFmfj9sjB7/beri-s-project-grants-program-round-one," BERI's ""Project Grants"" Program - Round One"
https://forum.effectivealtruism.org/users/rebecca_raible, rebecca_raible
https://forum.effectivealtruism.org/posts/JPtptap3cdvXRq2BY/effective-altruism-as-global-catastrophe-mitigation, Effective Altruism as Global Catastrophe Mitigation
https://forum.effectivealtruism.org/posts/F78jJidgsdh5sfrN8/announcing-the-second-ai-safety-camp, Announcing the second AI Safety Camp
https://forum.effectivealtruism.org/users/annewissemann, AnneWissemann
https://forum.effectivealtruism.org/posts/9ozoJpPoNBL6Z5BX5/a-lesson-from-an-ea-weekend-in-london-pairing-people-up-to, A lesson from an EA weekend in London: pairing people up to talk 1 on 1 for 30 mins seems to be very useful
https://forum.effectivealtruism.org/users/saulius, saulius
https://forum.effectivealtruism.org/posts/Jp5Gs9nsRA6pzBeQN/effective-advertising-and-animal-charity-evaluators, Effective Advertising and Animal Charity Evaluators
https://forum.effectivealtruism.org/posts/q2tNYdtyXegAp9spc/doning-with-the-devil, Doning with the devil
https://forum.effectivealtruism.org/users/cole_haus, cole_haus
https://forum.effectivealtruism.org/posts/v7wg6mHz2DykatCAc/visualising-animal-agriculture, Visualising animal agriculture
https://forum.effectivealtruism.org/posts/gFxgPhn3myvjo7NSo/announcing-prioritywiki-a-cause-prioritization-wiki, Announcing PriorityWiki: A Cause Prioritization Wiki
https://forum.effectivealtruism.org/posts/KPwgmDyHaceoEFSPm/informational-hazards-and-the-cost-effectiveness-of-open, Informational hazards and the cost-effectiveness of open discussion of catastrophic risks
https://forum.effectivealtruism.org/posts/Ekzvat8FbHRiPLn9Z/the-values-to-actions-decision-chain-a-lens-for-improving, The Values-to-Actions Decision Chain: a lens for improving coordination
https://forum.effectivealtruism.org/posts/oQCew7TYn35HycJpq/how-to-have-cost-effective-fun, How to have cost-effective fun
https://forum.effectivealtruism.org/posts/NHpTnqAg3KBNtfHZm/potential-funding-gap-full-time-ea-community-strategisers, Potential funding gap: full-time EA community strategisers
https://forum.effectivealtruism.org/posts/7ctcuQci6JXCni3cZ/positly-wants-to-accelerate-social-science-research-and-have, Positly wants to accelerate social science research and have a greater impact within the EA community… and you can help
https://forum.effectivealtruism.org/users/lukefreeman, lukefreeman
https://forum.effectivealtruism.org/posts/en6sZT53fWxahFJ9W/governmental-cba-as-an-ea-career-step-a-shallow, Governmental CBA as an EA Career Step: A Shallow Investigation
https://forum.effectivealtruism.org/users/cullen_okeefe, Cullen_OKeefe
https://forum.effectivealtruism.org/posts/6DPSFPoQXrXrjSvgS/open-thread-40, Open Thread #40
https://forum.effectivealtruism.org/posts/io6yLz6GtF6kvXt99/ideas-for-improving-funding-for-individual-eas-ea-projects, Ideas for Improving Funding for Individual EAs
https://forum.effectivealtruism.org/users/brendon_wong, Brendon_Wong
https://forum.effectivealtruism.org/posts/KnoWtbBtXB8amBDpS/impact-investing-a-viable-option-for-eas, Impact Investing - A Viable Option for EAs?
https://forum.effectivealtruism.org/users/naryan, Naryan
https://forum.effectivealtruism.org/posts/3poYR8mXfcr9YM34Z/new-research-on-effective-climate-charities, New research on effective climate charities
https://forum.effectivealtruism.org/posts/gNHFRWyo58cTQ8pe8/ea-forum-2-0-initial-announcement, EA Forum 2.0 Initial Announcement
https://forum.effectivealtruism.org/users/marekduda, MarekDuda
https://forum.effectivealtruism.org/posts/64KbxYQ9iEvxqLp2g/the-ethics-of-giving-part-one-thomas-hill-on-the-kantian, The Ethics of Giving part one: Thomas Hill on the Kantian perspective on giving
https://forum.effectivealtruism.org/users/kbog, kbog
https://forum.effectivealtruism.org/posts/wkLjwiGQ8fRdTDqou/the-ea-community-and-long-term-future-funds-lack, The EA Community and Long-Term Future Funds Lack Transparency and Accountability
https://forum.effectivealtruism.org/posts/YuwXeASg3aeiPdLdh/a-critical-perspective-on-maximizing-happiness, A Critical Perspective on Maximizing Happiness
https://forum.effectivealtruism.org/users/ruth_freiling_duplicate0-9597937224729234, Ruth_Freiling_duplicate0.9597937224729234
https://forum.effectivealtruism.org/posts/E8mx588jRLzbKHXoG/one-for-the-world-as-a-potential-vehicle-to-expand-the-reach, One for the World as a potential vehicle to expand the reach of Effective Altruism
https://forum.effectivealtruism.org/users/rossaokod, rossaokod
https://forum.effectivealtruism.org/posts/qYbqX3jX4JnTtHA5f/leverage-research-reviewing-the-basic-facts, Leverage Research: reviewing the basic facts
https://forum.effectivealtruism.org/users/throwaway, throwaway
https://forum.effectivealtruism.org/posts/2qGL7FoTEZTwp38ij/problems-with-ea-representativeness-and-how-to-solve-it, Problems with EA representativeness and how to solve it
https://forum.effectivealtruism.org/posts/FA794RppcqrNcEgTC/why-are-you-here-an-origin-stories-thread, Why are you here? An origin stories thread.
https://forum.effectivealtruism.org/posts/knMYeBDJqC5d9vonH/harvard-ea-s-2018-19-vision, Harvard EA's 2018–19 Vision
https://forum.effectivealtruism.org/posts/5uWX6iNhaMp6Gnz7q/bangladesh-is-in-desperate-need-for-effective-altruists, Bangladesh is in Desperate Need For Effective Altruists
https://forum.effectivealtruism.org/users/farhan, Farhan
https://forum.effectivealtruism.org/posts/Wab6KrMLaEdqfLatg/the-ethics-of-giving-part-two-christine-swanton-on-the, The Ethics of Giving part two: Christine Swanton on the Virtues of Giving
https://forum.effectivealtruism.org/posts/NceQ2JxaqusiCRJNq/when-causes-multiply, When causes multiply
https://forum.effectivealtruism.org/posts/frYYAAa5K4nHqRCPG/current-estimates-for-likelihood-of-x-risk, Current Estimates for Likelihood of X-Risk?
https://forum.effectivealtruism.org/posts/oC2cJM5aiJHnMtvmE/ea-funds-an-update-from-cea, EA Funds - An update from CEA
https://forum.effectivealtruism.org/posts/6ojaD4vmxsSrZyBBF/representation-for-future-generations-in-sweden-a-summary-of, Representation for Future Generations in Sweden – a summary of our work so far
https://forum.effectivealtruism.org/posts/gGiiktK69R2YY7FfG/fish-used-as-live-bait-by-recreational-fishermen, Fish used as live bait by recreational fishermen
https://forum.effectivealtruism.org/posts/EKBt7uvYug7haDAfu/students-for-high-impact-charity-2018-update, Students for High-Impact Charity: 2018 Update
https://forum.effectivealtruism.org/users/baxterb, baxterb
https://forum.effectivealtruism.org/posts/iY5cAnfDg78F3mNtr/announcing-wasr-s-grants-competition, Announcing WASR's Grants Competition
https://forum.effectivealtruism.org/users/vegjosh_duplicate0-31458027352151907, vegjosh
https://forum.effectivealtruism.org/posts/ACdHpmmmtxMXxbjno/local-community-building-funnel-and-activities-ea-geneva, Local Community Building Funnel and Activities - EA Geneva
https://forum.effectivealtruism.org/users/konrad, konrad
https://forum.effectivealtruism.org/posts/2RfQT7cybfS8zoy43/are-men-more-likely-to-attend-ea-london-events-attendance, Are men more likely to attend EA London events? Attendance data
https://forum.effectivealtruism.org/posts/dqRfiFsvjaGyH3jW8/the-ethics-of-giving-part-three-jeff-mcmahan-on-whether-one, The Ethics of Giving Part Three: Jeff McMahan on Whether One May Donate to an Ineffective Charity
https://forum.effectivealtruism.org/posts/pSWwYLJKquZa55WWA/fisher-and-syed-on-tradable-obligations-to-enhance-health, Fisher & Syed on Tradable Obligations to Enhance Health
https://forum.effectivealtruism.org/posts/92wCvqF73Gzg5Jnrr/request-for-input-on-multiverse-wide-superrationality-msr, Request for input on multiverse-wide superrationality (MSR)
https://forum.effectivealtruism.org/users/johannes_treutlein, Johannes_Treutlein
https://forum.effectivealtruism.org/posts/awS28gHCM9GBmhcAA/cea-on-community-building-representativeness-and-the-ea, CEA on community building
https://forum.effectivealtruism.org/users/kerry_vaughan, Kerry_Vaughan
https://forum.effectivealtruism.org/posts/93GmXP8ikHhQzjs2i/what-is-the-most-helpful-categorical-breakdown-of-normative, What is the Most Helpful Categorical Breakdown of Normative Ethics?
https://forum.effectivealtruism.org/posts/A7NWTjnWZPmjyLdtT/donations-list-website-tutorial-and-request-for-feedback, Donations List Website: tutorial and request for feedback
https://forum.effectivealtruism.org/users/riceissa, riceissa
https://forum.effectivealtruism.org/posts/BtptBcXWmjZBfdo9n/ea-facebook-group-greatest-hits-top-50-posts-by-total, EA Facebook Group Greatest Hits: Top 50 Posts by Total Reactions
https://forum.effectivealtruism.org/users/joel_duplicate0-5816669276037654, joel_duplicate0.5816669276037654
https://forum.effectivealtruism.org/posts/5XumhBiJKjvn6XkqQ/awesome-effective-altruism-a-curated-list-of-ea-resources, Awesome Effective Altruism - a curated list of EA resources
https://forum.effectivealtruism.org/posts/rmKwTzX5XLGs94fcB/public-opinion-about-existential-risk, Public Opinion about Existential Risk
https://forum.effectivealtruism.org/users/cscanlon_duplicate0-8895599732012125, cscanlon_duplicate0.8895599732012125
https://forum.effectivealtruism.org/posts/jR2LKoXoL4Aq9T2MQ/how-to-make-an-impact-in-animal-advocacy-a-survey, How to make an impact in animal advocacy
https://forum.effectivealtruism.org/posts/znGdyq2J2LbCyeuat/good-news-that-matters, Good news that matters
https://forum.effectivealtruism.org/users/michelle_hutchinson, Michelle_Hutchinson
https://forum.effectivealtruism.org/posts/89B9tQzfJB4wLKyvF/hlai-2018-field-report, HLAI 2018 Field Report
https://forum.effectivealtruism.org/posts/yfsNZ9aKSDEFsiS68/doing-vs-talking-at-ea-events, Doing vs Talking at EA Events
https://forum.effectivealtruism.org/users/adamaero, adamaero
https://forum.effectivealtruism.org/posts/XbkCwCfXeAt25vFsA/open-thread-41, Open Thread #41
https://forum.effectivealtruism.org/users/john_maxwell, John_Maxwell
https://forum.effectivealtruism.org/posts/WmHwhR3AC5jwuH3X5/what-i-learned-from-a-year-spent-studying-how-to-get, What I Learned from a Year Spent Studying How to Get Policymakers to Use Evidence
https://forum.effectivealtruism.org/users/zdgroff, zdgroff
https://forum.effectivealtruism.org/posts/DHFMSiFj2mRD6HwXr/what-activities-do-local-groups-run, What Activities Do Local Groups Run
https://forum.effectivealtruism.org/users/david_moss, David_Moss
https://forum.effectivealtruism.org/posts/Wvwx29aoH9Jvs9SXN/the-ethics-of-giving-part-four-elizabeth-ashford-on-justice, The Ethics of Giving Part Four: Elizabeth Ashford on Justice and Effective Altruism
https://forum.effectivealtruism.org/posts/SbwWBhi6T6qZwxu2X/the-righteous-mind-book-review, The Righteous Mind book review
https://forum.effectivealtruism.org/users/justis, Justis
https://forum.effectivealtruism.org/posts/nrDu9B8rKjJ2Kc5GK/which-piece-got-you-more-involved-in-ea, Which piece got you more involved in EA?
https://forum.effectivealtruism.org/posts/azyhmZnXfdAF7XPQP/wrong-by-induction, Wrong by Induction
https://forum.effectivealtruism.org/posts/zri7LsivEAqnYZ6Wt/concerns-with-ace-research, Concerns with ACE research
https://forum.effectivealtruism.org/posts/5JDveXuCn6KgnMnSG/additional-plans-for-the-new-ea-forum, Additional plans for the new EA Forum
https://forum.effectivealtruism.org/posts/Sur4yHbkWL7bpRoby/ace-s-response-to-john-halstead, ACE's Response to John Halstead
https://forum.effectivealtruism.org/users/tonia, ToniA
https://forum.effectivealtruism.org/posts/zf7PNhcXsKk4n3RCi/near-term-effective-altruism-discord, Near-Term Effective Altruism Discord
https://forum.effectivealtruism.org/users/ozymandias, ozymandias
https://forum.effectivealtruism.org/posts/mK8zDmod8qXtvjpQo/book-review-the-doomsday-machine, Book review: The Doomsday Machine
https://forum.effectivealtruism.org/users/eukaryote, eukaryote
https://forum.effectivealtruism.org/posts/tSCnGyP5wpSuEmRDQ/ea-needs-a-cause-prioritization-journal, EA needs a cause prioritization journal
https://forum.effectivealtruism.org/posts/dmyKrC5Nuu8wHyzyj/islands-as-refuges-for-surviving-global-catastrophes, Islands as refuges for surviving global catastrophes
https://forum.effectivealtruism.org/posts/jk7A3NMdbxp65kcJJ/500-million-but-not-a-single-one-more, 500 Million
https://forum.effectivealtruism.org/users/jai, jai
https://forum.effectivealtruism.org/posts/f97Was6q9Tw6qcczF/giving-what-we-can-is-still-growing-at-a-surprisingly-good, Giving What We Can is still growing at a surprisingly good pace
https://forum.effectivealtruism.org/posts/nstKfMKh36Xdjsezm/ea-grants-applications-are-now-open, EA Grants applications are now open
https://forum.effectivealtruism.org/posts/cimFBQbpjntoBAKCq/is-it-better-to-be-a-wild-rat-or-a-factory-farmed-cow-a-1, Is it better to be a wild rat or a factory farmed cow? A systematic method for comparing animal welfare.
https://forum.effectivealtruism.org/users/karolinasarek, KarolinaSarek
https://forum.effectivealtruism.org/posts/Zwjy4YPccnf8b4WCo/berkeley-reach-supporters-update-september-2018, Berkeley REACH Supporters Update: September 2018
https://forum.effectivealtruism.org/posts/3hXsB5B8WMZ6usRTu/better-models-for-ea-development-a-network-of-communities, Better models for EA development: a network of communities
https://forum.effectivealtruism.org/posts/jhexFncC9KN76Z5ki/ea-concepts-share-impressions-before-credences, EA Concepts: Share Impressions Before Credences
https://forum.effectivealtruism.org/users/aarongertler, Aaron Gertler
https://forum.effectivealtruism.org/posts/gaAreYEEHSXQhJcbm/2018-list-of-half-baked-volunteer-research-ideas, 2018 list of half-baked volunteer research ideas
https://forum.effectivealtruism.org/posts/S2Sonawxz2cY4YdXK/ea-survey-2018-series-community-demographics-and, EA Survey 2018 Series: Community Demographics & Characteristics
https://forum.effectivealtruism.org/users/laurenwhetstone, laurenwhetstone
https://forum.effectivealtruism.org/posts/pKgWQMjPki5bz7ehZ/memetic-tribes-and-culture-war-2-0-article-discussion, Memetic Tribes and Culture War 2.0 (Article Discussion)
https://forum.effectivealtruism.org/posts/3jgpAjRoP6FbeESxg/curing-past-sufferings-and-preventing-s-risks-via-indexical, Curing past sufferings and preventing s-risks via indexical uncertainty
https://forum.effectivealtruism.org/posts/a9KpNLWpSKt9LxpRp/ea-community-building-grant-lessons-learned-from-working, EA community building grant: Lessons learned from working part-time on EA Denmark
https://forum.effectivealtruism.org/users/sebastianschmidt, SebastianSchmidt
https://forum.effectivealtruism.org/posts/6KJG8WNNJS9gfMRua/these-are-the-world-s-highest-impact-career-paths-according, These are the world’s highest impact career paths according to our research - 80
https://forum.effectivealtruism.org/posts/m85Ecd8QFE7muvojj/rptp-is-a-strong-reason-to-consider-giving-later, RPTP Is a Strong Reason to Consider Giving Later
https://forum.effectivealtruism.org/users/trammell, trammell
https://forum.effectivealtruism.org/posts/SrXPDdERz2ss3GK2M/list-of-80-000-hours-content-from-the-last-4-months-summary, List of 80
https://forum.effectivealtruism.org/posts/zSyvdd9rijNsX8d9y/cser-special-issue-futures-of-research-in-catastrophic-and, CSER Special Issue: 'Futures of Research in Catastrophic and Existential Risk'
https://forum.effectivealtruism.org/users/haydnbelfield, HaydnBelfield
https://forum.effectivealtruism.org/posts/es6Du463y7rKy6WJL/a-research-framework-to-improve-real-world-giving-behavior, A Research Framework to Improve Real-World Giving Behavior
https://forum.effectivealtruism.org/posts/r5W78AGjzY9wwPn8K/bottlenecks-and-solutions-for-the-x-risk-ecosystem, Bottlenecks and Solutions for the X-Risk Ecosystem
https://forum.effectivealtruism.org/users/florentberthet, FlorentBerthet
https://forum.effectivealtruism.org/posts/7bp9Qjy7rCtuhGChs/survey-of-ea-org-leaders-about-what-skills-and-experience, Survey of EA org leaders about what skills and experience they most need
https://forum.effectivealtruism.org/posts/mSfREQgub4QDxziNy/relieving-extreme-physical-pain-in-humans-an-opportunity-for, Relieving extreme physical pain in humans – an opportunity for effective funding
https://forum.effectivealtruism.org/users/jonleighton, jonleighton
https://forum.effectivealtruism.org/posts/pzEJmc5gRskHjGTak/many-ea-orgs-say-they-place-a-lot-of-financial-value-on, Many EA orgs say they place a lot of financial value on their previous hire. What does that mean
https://forum.effectivealtruism.org/posts/FrJ4vJfZiC9uiv7pj/double-crux-prompts-for-effective-altruists, Double Crux prompts for Effective Altruists
https://forum.effectivealtruism.org/users/elityre, Elityre
https://forum.effectivealtruism.org/posts/W2TSAAoMqD4wwTbWr/announcing-the-ea-angel-group-seeking-eas-with-the-time-and, Announcing the EA Angel Group - Seeking EAs with the Time and Money to Evaluate and Fund Early-Stage Grants
https://forum.effectivealtruism.org/users/benjamin-pence, benjamin-pence
https://forum.effectivealtruism.org/posts/areeSd8Z4rQXjjL4y/vox-has-a-new-department-future-perfect-covering-the-world, Vox has a new department
https://forum.effectivealtruism.org/users/kelseypiper, KelseyPiper
https://forum.effectivealtruism.org/posts/78GnWjAacLMNeTmtG/reducing-wild-animal-suffering-literature-library, Reducing Wild Animal Suffering Literature Library: Consciousness and Ecology
https://forum.effectivealtruism.org/posts/QT55kjCvM6sQKfSxf/reducing-wild-animal-suffering-literature-library-original, Reducing Wild Animal Suffering Literature Library: Original Research and Cause Prioritization
https://forum.effectivealtruism.org/posts/hZxs7cDJ7JcHMH8GZ/open-thread-42, Open Thread #42
https://forum.effectivealtruism.org/posts/a6LXyzYPtCyEZmpS6/why-develop-national-level-effective-altruism-organizations, Why develop national-level effective altruism organizations?
https://forum.effectivealtruism.org/posts/QofjcgYDbCxZQe8nQ/suggestions-for-developing-national-level-effective-altruism, Suggestions for developing national-level effective altruism organizations
https://forum.effectivealtruism.org/posts/iSjttL9PPq9eiqrc3/ea-survey-2018-series-distribution-and-analysis-methodology, EA Survey 2018 Series: Distribution and Analysis Methodology
https://forum.effectivealtruism.org/posts/qeAEB4cKmbLxYcaHj/open-beta-of-the-new-ea-forum-now-available, Open beta of the new EA Forum now available
https://forum.effectivealtruism.org/posts/4WwcNSGd3XcpBC72Y/on-becoming-world-class, On Becoming World-Class
https://forum.effectivealtruism.org/posts/SKEcxRqedDiyhPunb/is-suffering-convex, Is Suffering Convex?
https://forum.effectivealtruism.org/users/davidmanheim, Davidmanheim
https://forum.effectivealtruism.org/posts/znFAeeKk566bCNMNE/keeping-absolutes-in-mind, Keeping Absolutes in Mind
https://forum.effectivealtruism.org/posts/gQvaA9EbvmzQATHt3/book-review-enlightenment-now-by-steven-pinker, Book Review: Enlightenment Now
https://forum.effectivealtruism.org/posts/BMLXJ25jz4R3TBXNu/lessons-from-giving-lectures-and-career-workshops-in-the, Lessons from giving lectures and career workshops in the Netherlands
https://forum.effectivealtruism.org/users/alje, Alje
https://forum.effectivealtruism.org/posts/b3goLZcNxt68WbHmB/thoughts-on-short-timelines, Thoughts on short timelines
https://forum.effectivealtruism.org/users/tobias_baumann, Tobias_Baumann
https://forum.effectivealtruism.org/posts/kuZz3aB6Z7tciEhG5/mind-ease-a-promising-new-mental-health-intervention, Mind Ease: a promising new mental health intervention
https://forum.effectivealtruism.org/users/peterbrietbart, PeterBrietbart
https://forum.effectivealtruism.org/posts/FvbTKrEQWXwN5A6Tb/a-happiness-manifesto-why-and-how-effective-altruism-should, A Happiness Manifesto: Why and How Effective Altruism Should Rethink its Approach to Maximising Human Welfare
https://forum.effectivealtruism.org/posts/SPc9CXaLdEJGiDZy5/announcing-lets-fund-org-high-impact-crowdfunding-campaigns," Announcing: ""Lets-Fund.org: High-Impact Crowdfunding campaigns"" & ""Let's Fund #1: A (small) scientific Revolution"""
https://forum.effectivealtruism.org/posts/yYHKRgLk9ufjJZn23/announcing-new-ea-funds-management-teams, Announcing new EA Funds management teams
https://forum.effectivealtruism.org/posts/pZmjjeAmGz7gFiGCP/why-do-small-donors-give-now-but-large-donors-give-later, Why Do Small Donors Give Now
https://forum.effectivealtruism.org/posts/9yEx7srB3QKYPrQRH/reducing-existential-risks-or-wild-animal-suffering, Reducing existential risks or wild animal suffering?
https://forum.effectivealtruism.org/users/stijnbruers, stijnbruers
https://forum.effectivealtruism.org/posts/mb4bhbw8deGHsqZ5J/link-why-donate-to-scientific-research, [link] Why donate to (scientific) research?
https://forum.effectivealtruism.org/posts/rACbNFfdQBfnj65ZX/reducing-wild-animal-suffering-ecosystem-and-directory, Reducing Wild Animal Suffering Ecosystem & Directory
https://forum.effectivealtruism.org/posts/rKTHAgM6JdfGsjnAX/latest-research-and-updates-for-october, Latest Research and Updates for October
https://forum.effectivealtruism.org/users/davidnash, DavidNash
https://forum.effectivealtruism.org/posts/NDszJWMsdLCB4MNoy/burnout-what-is-it-and-how-to-treat-it, Burnout: What is it and how to Treat it.
https://forum.effectivealtruism.org/users/elizabeth, Elizabeth
https://forum.effectivealtruism.org/posts/u8PcyeKMDdF3biPzo/rationality-of-demonstrating-and-voting, Rationality of demonstrating & voting
https://forum.effectivealtruism.org/users/bfinn, bfinn
https://forum.effectivealtruism.org/posts/CbBNfb8rQeH9PMmdr/why-donate-to-meta-research-1, Why donate to meta-research?
https://forum.effectivealtruism.org/posts/Z6Ssc79vH496bLqL9/tiny-probabilities-of-vast-utilities-a-problem-for-long, Tiny Probabilities of Vast Utilities: A Problem for Long-Termism?
https://forum.effectivealtruism.org/posts/DdGWDCN5Dje8jJf9v/the-goods-of-the-human-saga, The goods of the human saga.
https://forum.effectivealtruism.org/users/raltune, Raltune
https://forum.effectivealtruism.org/posts/QESJnGfPKZtef6Qtv/even-non-theists-should-act-as-if-theism-is-true, Even non-theists should act as if theism is true
https://forum.effectivealtruism.org/users/alexrattee, alexrattee
https://forum.effectivealtruism.org/posts/ZrCNyywNPtdp9Q6rs/book-summary-messages-the-communication-skills-book-part-i," Book Summary: ""Messages: The Communication Skills Book"" Part I & II"
https://forum.effectivealtruism.org/posts/wZzMvwi55cqGhsvSE/the-vulnerable-world-hypothesis-nick-bostrom-s-new-paper, “The Vulnerable World Hypothesis” (Nick Bostrom’s new paper)
https://forum.effectivealtruism.org/posts/vgFnJhTiRco8DqBoC/prediction-augmented-evaluation-systems, Prediction-Augmented Evaluation Systems
https://forum.effectivealtruism.org/users/oagr, Ozzie Gooen
https://forum.effectivealtruism.org/posts/gGdnTe7sJJuNagCmy/food-fortification-of-factory-farmed-animals-food-ce-ask, Food fortification of factory farmed animals’ food - CE ask report
https://forum.effectivealtruism.org/posts/cEkseGBh7a2PAKWFz/is-neglectedness-a-strong-predictor-of-marginal-impact, Is Neglectedness a Strong Predictor of Marginal Impact?
https://forum.effectivealtruism.org/users/sbehmer, sbehmer
https://forum.effectivealtruism.org/posts/cYf6Xx8w7bt9ivbon/which-world-gets-saved, Which World Gets Saved
https://forum.effectivealtruism.org/posts/Z6QhwL3MDppdrygQB/measuring-change-in-diet-for-animal-advocacy, Measuring Change in Diet for Animal Advocacy
https://forum.effectivealtruism.org/users/jacob_peacock, Jacob_Peacock
https://forum.effectivealtruism.org/posts/NWZPDjSXcXwqttPLS/tiny-probabilities-of-vast-utilities-defusing-the-initial, Tiny Probabilities of Vast Utilities: Defusing the Initial Worry and Steelmanning the Problem
https://forum.effectivealtruism.org/posts/DEuYo4zxDyY7h7n74/debate-and-effective-altruism-friends-or-foes, Debate and Effective Altruism: Friends or Foes?
https://forum.effectivealtruism.org/users/tenathau, TenaThau
https://forum.effectivealtruism.org/posts/SfMvGMPYswSwpeGDk/pursuing-infinite-positive-utility-at-any-cost, Pursuing infinite positive utility at any cost
https://forum.effectivealtruism.org/posts/HLiT2YbHBaLxqhNbY/w-risk-and-the-technological-wavefront-nell-watson, W-Risk and the Technological Wavefront (Nell Watson)
https://forum.effectivealtruism.org/posts/Tar6JmceRPknkNJxM/ai-development-incentive-gradients-are-not-uniformly, AI development incentive gradients are not uniformly terrible
https://forum.effectivealtruism.org/users/rk, rk
https://forum.effectivealtruism.org/posts/ZLPEju49nGxy4cFkf/wireheading-as-a-possible-contributor-to-civilizational, Wireheading as a Possible Contributor to Civilizational Decline
https://forum.effectivealtruism.org/users/avturchin, avturchin
https://forum.effectivealtruism.org/posts/hBxp5xQtFGisTaKaH/cross-post-think-twice-before-talking-about-talent-gaps, Cross-post: Think twice before talking about ‘talent gaps’ – clarifying nine misconceptions
https://forum.effectivealtruism.org/posts/ccJpTqKZvKXCKsCWn/tiny-probabilities-of-vast-utilities-solutions, Tiny Probabilities of Vast Utilities: Solutions
https://forum.effectivealtruism.org/posts/prWKx4MsWSsPYJ4ts/effective-altruism-in-non-high-income-countries, Effective Altruism in non-high-income countries
https://forum.effectivealtruism.org/posts/zjbxdJbTTmTvrWAX9/tiny-probabilities-of-vast-utilities-concluding-arguments, Tiny Probabilities of Vast Utilities: Concluding Arguments
https://forum.effectivealtruism.org/posts/q8g2MXQCmKoYhEjsT/insomnia-a-promising-cure, Insomnia: a promising cure
https://forum.effectivealtruism.org/posts/Q3TaTgFzZoYF9SX5W/when-should-eas-allocate-funding-randomly-an-inconclusive, When should EAs allocate funding randomly? An inconclusive literature review.
https://forum.effectivealtruism.org/users/max_daniel, Max_Daniel
https://forum.effectivealtruism.org/posts/7DhEnxBqP62jHmsAx/taking-ai-risk-seriously-thoughts-by-andrew-critch," ""Taking AI Risk Seriously"" – Thoughts by Andrew Critch"
https://forum.effectivealtruism.org/users/raemon, Raemon
https://forum.effectivealtruism.org/posts/CcNY4MrT5QstNh4r7/cost-effectiveness-of-foods-for-global-catastrophes-even, Cost-Effectiveness of Foods for Global Catastrophes: Even Better than Before?
https://forum.effectivealtruism.org/posts/nRJNgArBBQicwwAH6/getting-past-the-daly-different-measures-of-positive-impact," Getting past the DALY: different measures of ""positive impact"""
https://forum.effectivealtruism.org/users/drbrake, drbrake
https://forum.effectivealtruism.org/posts/nMfhXPiqPRDtEdauY/tiny-probabilities-of-vast-utilities-bibliography-and, Tiny Probabilities of Vast Utilities: Bibliography and Appendix
https://forum.effectivealtruism.org/posts/gABGNBoSfvrkkqs9h/literature-review-why-do-people-give-money-to-charity, Literature Review: Why Do People Give Money To Charity?
https://forum.effectivealtruism.org/posts/TgSRqpECJTk2bHipd/critique-of-existential-threats-chapter-in-enlightenment-now, Critique of “Existential Threats” chapter in Enlightenment Now
https://forum.effectivealtruism.org/posts/TBSqE3Yae9QLBeyvE/pandemic-risk-how-large-are-the-expected-losses-fan-jamison, Pandemic Risk: How Large are the Expected Losses? Fan
https://forum.effectivealtruism.org/users/anonymous_ea, anonymous_ea
https://forum.effectivealtruism.org/posts/DW4FyzRTfBfNDWm6J/some-cruxes-on-impactful-alternatives-to-ai-policy-work, Some cruxes on impactful alternatives to AI policy work
https://forum.effectivealtruism.org/users/richard_ngo, richard_ngo
https://forum.effectivealtruism.org/posts/5f2oopqmL7oXXLRs9/high-welfare-meat-ce-ask-report, High welfare meat - CE ask report
https://forum.effectivealtruism.org/posts/YkLwFmFM43dfnr4d9/outreach-to-farmers, Outreach to Farmers
https://forum.effectivealtruism.org/users/monica, Monica
https://forum.effectivealtruism.org/posts/yeLHscpJZC8Z4z5dX/link-introduction-to-cause-prioritisation, [Link] Introduction to Cause Prioritisation
https://forum.effectivealtruism.org/users/olafvdveen, OlafvdVeen
https://forum.effectivealtruism.org/posts/tbfNF5qCGbjSmpM8E/how-democracy-ends-a-review-and-reevaluation, How democracy ends: a review and reevaluation
https://forum.effectivealtruism.org/posts/oJ296AM5t92obhkxQ/is-the-hunger-site-worth-it, Is The Hunger Site worth it?
https://forum.effectivealtruism.org/users/annafirtree, annafirtree
https://forum.effectivealtruism.org/posts/HS2AAJd5HpDMRPZHP/rationality-vs-rationalization-reflecting-on-motivated, Rationality vs. Rationalization: Reflecting on motivated beliefs
https://forum.effectivealtruism.org/users/alexlintz, alexlintz
https://forum.effectivealtruism.org/posts/iwekLd4wP9BP2x2wN/narrative-but-not-philosophical-argument-motivates-giving-to, Narrative but Not Philosophical Argument Motivates Giving to Charity
https://forum.effectivealtruism.org/posts/7bMMxgqZ2YNhrcJGx/2018-givewell-recommendations, 2018 GiveWell Recommendations
https://forum.effectivealtruism.org/users/jeff_kaufman, Jeff_Kaufman
https://forum.effectivealtruism.org/posts/yRk9Jrb5vLg4aq6Qi/2018-ace-recommendations, 2018 ACE Recommendations
